ID_DATA;ID_PRODUTO;ID_AGENCIA;ID_CLIENTE;SALDO_DEVEDOR_FINAL;VALOR_VENCIDO_TOTAL;DIAS_EM_ATRASO
2025-03-13 00:00:00;PRC001;AG003MG;CL001126;31458,86;11308,4;160
2025-03-16 00:00:00;PRC005;AG003MG;CL003712;31644,76;13808,11;130
2025-03-29 00:00:00;PRC008;AG005NE;CL001561;6584,07;6810,9;106
2025-03-29 00:00:00;PRC002;AG005NE;CL001396;5001,93;6092,05;6
2025-03-30 00:00:00;PRC001;AG002RJ;CL002773;1639,81;4273,96;53
2025-03-05 00:00:00;PRC005;AG002RJ;CL003349;38259,49;6274,13;143
2025-03-14 00:00:00;PRC008;AG002RJ;CL001699;24176,77;125,15;147
2025-03-30 00:00:00;PRC007;AG002RJ;CL004137;45337,95;11321,43;77
2025-03-01 00:00:00;PRC003;AG005NE;CL004434;901,49;15029,06;42
2025-03-31 00:00:00;PRC003;AG005NE;CL003248;39897,61;3888,95;77
2025-03-25 00:00:00;PRC006;AG001SP;CL002910;4965,96;3266,73;120
2025-03-22 00:00:00;PRC006;AG004SUL;CL001090;27082,65;1798,32;153
2025-03-23 00:00:00;PRC003;AG003MG;CL003701;15711,87;18216,05;167
2025-03-06 00:00:00;PRC003;AG002RJ;CL004941;1087,8;11696,77;129
2025-03-30 00:00:00;PRC008;AG003MG;CL002258;19595,04;6750,65;83
2025-03-12 00:00:00;PRC002;AG002RJ;CL001139;9652,24;16057,02;19
2025-03-29 00:00:00;PRC003;AG002RJ;CL004742;46756,22;19520,65;130
2025-03-04 00:00:00;PRC004;AG001SP;CL003675;30314,69;6238,24;65
2025-03-22 00:00:00;PRC007;AG004SUL;CL002598;17857,15;2222,74;77
2025-03-13 00:00:00;PRC001;AG003MG;CL001905;39264,6;13127,72;17
2025-03-03 00:00:00;PRC007;AG001SP;CL001751;30095,02;600,43;50
2025-03-31 00:00:00;PRC008;AG005NE;CL002991;10301,58;13307,3;142
2025-03-04 00:00:00;PRC008;AG005NE;CL000934;30313,59;470,65;68
2025-03-12 00:00:00;PRC005;AG005NE;CL003049;3509,87;3900,18;71
2025-03-27 00:00:00;PRC006;AG002RJ;CL002382;21575,7;13041,86;148
2025-03-07 00:00:00;PRC006;AG003MG;CL000041;22955,31;15829,27;10
2025-03-03 00:00:00;PRC007;AG001SP;CL000988;27713,61;10232,77;71
2025-03-25 00:00:00;PRC001;AG004SUL;CL002480;33635,6;3035,51;13
2025-03-16 00:00:00;PRC005;AG005NE;CL002316;26335,24;18878,57;139
2025-03-03 00:00:00;PRC007;AG001SP;CL003517;31297,72;13044,71;0
2025-03-03 00:00:00;PRC003;AG002RJ;CL000343;46988,61;19938,18;105
2025-03-22 00:00:00;PRC006;AG005NE;CL000406;16419,53;9654,27;73
2025-03-28 00:00:00;PRC003;AG002RJ;CL004228;40880,89;12668,23;50
2025-03-09 00:00:00;PRC001;AG005NE;CL002902;33566,71;493,68;7
2025-03-10 00:00:00;PRC006;AG003MG;CL002999;2595,93;16004,13;111
2025-03-11 00:00:00;PRC001;AG002RJ;CL001937;17807,56;19888,31;49
2025-03-31 00:00:00;PRC005;AG003MG;CL003452;18672,8;11623,91;136
2025-03-23 00:00:00;PRC006;AG005NE;CL000142;19932,66;8847,33;43
2025-03-31 00:00:00;PRC003;AG004SUL;CL004500;16746,98;9213,4;50
2025-03-01 00:00:00;PRC002;AG003MG;CL004698;45771,33;6365,24;119
2025-03-16 00:00:00;PRC005;AG004SUL;CL001357;20440,88;13325,36;31
2025-03-25 00:00:00;PRC007;AG002RJ;CL003629;10580,46;7797,99;74
2025-03-23 00:00:00;PRC001;AG005NE;CL004552;25869,58;1753;63
2025-03-09 00:00:00;PRC007;AG001SP;CL001133;47132,31;17826,36;1
2025-03-02 00:00:00;PRC008;AG003MG;CL002703;17509,61;4520,66;88
2025-03-08 00:00:00;PRC007;AG001SP;CL001629;14909,66;13058,99;157
2025-03-08 00:00:00;PRC001;AG005NE;CL002467;6162,62;1492,77;103
2025-03-27 00:00:00;PRC002;AG005NE;CL004670;15619,02;6746,06;155
2025-03-01 00:00:00;PRC002;AG005NE;CL003706;10262,99;11009,44;140
2025-03-06 00:00:00;PRC002;AG001SP;CL001475;47261,2;16315,39;168
2025-03-07 00:00:00;PRC004;AG001SP;CL001636;38263,57;18820,97;155
2025-03-27 00:00:00;PRC005;AG005NE;CL001944;38672,04;9041,73;98
2025-03-04 00:00:00;PRC003;AG001SP;CL003362;38846,82;3,73;84
2025-03-27 00:00:00;PRC002;AG003MG;CL004929;44292,43;9107,66;25
2025-03-11 00:00:00;PRC007;AG005NE;CL002607;35760,6;14609,85;150
2025-03-01 00:00:00;PRC008;AG004SUL;CL003055;43721,12;2224,17;67
2025-03-04 00:00:00;PRC005;AG004SUL;CL004653;27324,7;17575,38;102
2025-03-31 00:00:00;PRC002;AG003MG;CL003635;49461,97;12288;57
2025-03-03 00:00:00;PRC007;AG005NE;CL002310;47133,04;6382,47;74
2025-03-30 00:00:00;PRC008;AG005NE;CL001937;42132,04;7882,72;165
2025-03-10 00:00:00;PRC007;AG001SP;CL004164;5273,56;8453,12;50
2025-03-17 00:00:00;PRC007;AG004SUL;CL002353;21360,94;17901,31;3
2025-03-27 00:00:00;PRC004;AG003MG;CL002722;26101,55;15718,51;145
2025-03-10 00:00:00;PRC003;AG004SUL;CL004917;33905,92;6836,95;35
2025-03-26 00:00:00;PRC007;AG004SUL;CL001440;35690,47;11337,86;100
2025-03-10 00:00:00;PRC004;AG005NE;CL000300;30310,05;9186,63;62
2025-03-10 00:00:00;PRC002;AG002RJ;CL001304;20807,06;5289,44;177
2025-03-21 00:00:00;PRC007;AG005NE;CL003836;9350,1;18707,56;75
2025-03-25 00:00:00;PRC001;AG001SP;CL003736;43445,12;291,34;97
2025-03-08 00:00:00;PRC001;AG004SUL;CL002661;22593,74;420,42;87
2025-03-06 00:00:00;PRC008;AG002RJ;CL002212;47929,04;16392,19;162
2025-03-15 00:00:00;PRC005;AG003MG;CL001910;21611,23;16497,08;173
2025-03-22 00:00:00;PRC003;AG005NE;CL002294;32769,98;4883,23;58
2025-03-31 00:00:00;PRC007;AG003MG;CL003733;41205,99;11960,18;67
2025-03-31 00:00:00;PRC002;AG004SUL;CL000476;41100,23;19048,31;125
2025-03-16 00:00:00;PRC006;AG002RJ;CL002195;7615,34;516,19;42
2025-03-03 00:00:00;PRC005;AG002RJ;CL002820;41349,94;13611,16;86
2025-03-25 00:00:00;PRC001;AG005NE;CL000903;45164,38;3321,5;83
2025-03-27 00:00:00;PRC001;AG004SUL;CL004259;40087,26;13814,53;155
2025-03-17 00:00:00;PRC002;AG004SUL;CL004977;15973,41;13447,8;76
2025-03-24 00:00:00;PRC001;AG004SUL;CL001725;783,56;8273,57;61
2025-03-10 00:00:00;PRC006;AG004SUL;CL002528;955,77;19770,8;18
2025-03-16 00:00:00;PRC004;AG003MG;CL001310;7007,93;8741,03;9
2025-03-17 00:00:00;PRC007;AG001SP;CL003235;28517,28;12949,16;127
2025-03-15 00:00:00;PRC007;AG003MG;CL002312;19018,47;6498,46;148
2025-03-24 00:00:00;PRC004;AG005NE;CL003364;47002,6;3895,47;144
2025-03-06 00:00:00;PRC008;AG004SUL;CL002959;41658,31;14631,24;61
2025-03-27 00:00:00;PRC004;AG002RJ;CL004237;18185,32;7442,4;51
2025-03-12 00:00:00;PRC007;AG004SUL;CL004744;5592,16;1359,47;165
2025-03-11 00:00:00;PRC005;AG004SUL;CL000257;32248,41;13045,5;49
2025-03-31 00:00:00;PRC002;AG002RJ;CL003176;37414,94;11371,05;96
2025-03-02 00:00:00;PRC006;AG005NE;CL003427;3124,18;8681,04;5
2025-03-02 00:00:00;PRC005;AG003MG;CL004258;41706,22;3976,28;155
2025-03-21 00:00:00;PRC003;AG003MG;CL002159;37054,18;1383,07;20
2025-03-15 00:00:00;PRC004;AG005NE;CL001557;44240,71;13880,35;179
2025-03-31 00:00:00;PRC003;AG001SP;CL000160;38817,99;2093,52;80
2025-03-01 00:00:00;PRC005;AG004SUL;CL001012;17440,6;11477,01;18
2025-03-23 00:00:00;PRC008;AG003MG;CL001265;8489,09;9890,42;26
2025-03-06 00:00:00;PRC003;AG005NE;CL004729;7863,01;3623,44;80
2025-03-26 00:00:00;PRC002;AG003MG;CL004524;11063,37;8719,9;167
2025-03-04 00:00:00;PRC006;AG005NE;CL002189;41348,26;11793,07;131
2025-03-27 00:00:00;PRC005;AG003MG;CL001107;18343,23;1347,54;152
2025-03-24 00:00:00;PRC003;AG005NE;CL003608;39049,75;11148,1;128
2025-03-26 00:00:00;PRC008;AG002RJ;CL003524;15653,32;13251,36;31
2025-03-19 00:00:00;PRC002;AG004SUL;CL004527;256,73;16154,36;8
2025-03-13 00:00:00;PRC008;AG001SP;CL003375;17418,41;2752,59;176
2025-03-26 00:00:00;PRC007;AG002RJ;CL002006;28022,98;1674,5;159
2025-03-07 00:00:00;PRC006;AG002RJ;CL003172;32938,32;7478,94;17
2025-03-16 00:00:00;PRC004;AG001SP;CL002669;5938,89;17725,76;166
2025-03-23 00:00:00;PRC002;AG004SUL;CL003977;25741,15;3649,16;53
2025-03-20 00:00:00;PRC003;AG001SP;CL000776;44505,2;8563,68;70
2025-03-20 00:00:00;PRC002;AG004SUL;CL000540;36838,37;7339,23;37
2025-03-22 00:00:00;PRC005;AG001SP;CL003605;48514,74;12721,37;81
2025-03-15 00:00:00;PRC002;AG001SP;CL002102;8348,58;16504,23;152
2025-03-25 00:00:00;PRC005;AG005NE;CL002101;24589,17;6474,62;149
2025-03-10 00:00:00;PRC005;AG005NE;CL003658;20387,18;15303,88;158
2025-03-21 00:00:00;PRC001;AG002RJ;CL000675;44709,86;1648,12;0
2025-03-02 00:00:00;PRC006;AG005NE;CL001402;37608,64;6563,2;139
2025-03-02 00:00:00;PRC002;AG001SP;CL002832;27761,44;3542,54;70
2025-03-11 00:00:00;PRC004;AG002RJ;CL002152;11930,53;1685,11;118
2025-03-31 00:00:00;PRC005;AG003MG;CL003765;46233,67;17425,03;178
2025-03-19 00:00:00;PRC004;AG003MG;CL001698;421,12;16064,9;43
2025-03-14 00:00:00;PRC004;AG002RJ;CL004064;35154,17;11956,8;77
2025-03-04 00:00:00;PRC006;AG002RJ;CL003897;35435,28;19189,44;73
2025-03-02 00:00:00;PRC002;AG005NE;CL000720;33752,54;1763,04;66
2025-03-22 00:00:00;PRC006;AG001SP;CL004580;38168,38;3890,7;75
2025-03-19 00:00:00;PRC004;AG004SUL;CL000644;49820,27;8044,47;51
2025-03-27 00:00:00;PRC002;AG001SP;CL003872;41769,79;11652,57;45
2025-03-09 00:00:00;PRC003;AG005NE;CL000026;14211,78;3431,93;98
2025-03-08 00:00:00;PRC001;AG004SUL;CL003765;14696,57;9251,87;1
2025-03-24 00:00:00;PRC002;AG003MG;CL001593;31018,83;10601,25;106
2025-03-05 00:00:00;PRC003;AG004SUL;CL002842;17054,54;17064,85;102
2025-03-11 00:00:00;PRC004;AG004SUL;CL001947;13978,64;14927,26;119
2025-03-16 00:00:00;PRC008;AG003MG;CL002501;4540,59;32,88;117
2025-03-03 00:00:00;PRC005;AG003MG;CL003646;49585,63;7528,3;79
2025-03-07 00:00:00;PRC006;AG002RJ;CL003233;45670,31;14455,69;105
2025-03-16 00:00:00;PRC007;AG005NE;CL003824;9550,73;4636,83;115
2025-03-20 00:00:00;PRC005;AG004SUL;CL001547;3098,81;6154,06;66
2025-03-03 00:00:00;PRC008;AG005NE;CL004676;14783,91;4689,99;69
2025-03-20 00:00:00;PRC004;AG003MG;CL001891;5828,37;14987,58;40
2025-03-11 00:00:00;PRC003;AG005NE;CL000870;12547,96;5490,13;139
2025-03-09 00:00:00;PRC004;AG005NE;CL002002;42821,01;1623,28;144
2025-03-31 00:00:00;PRC007;AG005NE;CL001297;36512,62;13431,75;69
2025-03-05 00:00:00;PRC006;AG004SUL;CL000245;30229,47;10699,33;129
2025-03-18 00:00:00;PRC008;AG002RJ;CL000008;34139,44;15650;71
2025-03-25 00:00:00;PRC001;AG004SUL;CL003116;857,33;365,5;117
2025-03-06 00:00:00;PRC006;AG001SP;CL004233;29112,71;18082,71;116
2025-03-04 00:00:00;PRC006;AG004SUL;CL002469;5382,08;1372,97;36
2025-03-14 00:00:00;PRC001;AG004SUL;CL001637;26204,84;19027,94;137
2025-03-10 00:00:00;PRC004;AG001SP;CL002504;3875,49;19549,93;53
2025-03-03 00:00:00;PRC007;AG005NE;CL000944;18140,92;16157,31;101
2025-03-19 00:00:00;PRC006;AG004SUL;CL002838;4699,18;14748,2;162
2025-03-17 00:00:00;PRC002;AG003MG;CL003948;39196,65;14177,98;93
2025-03-05 00:00:00;PRC008;AG003MG;CL002788;11230,8;16886,3;68
2025-03-01 00:00:00;PRC001;AG005NE;CL003319;39495,67;14358,65;91
2025-03-05 00:00:00;PRC008;AG004SUL;CL000667;37433,23;5672,16;44
2025-03-13 00:00:00;PRC002;AG001SP;CL003744;12387,58;415,16;23
2025-03-01 00:00:00;PRC006;AG004SUL;CL003825;39124,33;2373,21;154
2025-03-24 00:00:00;PRC008;AG004SUL;CL000629;1459,78;2780,04;169
2025-03-19 00:00:00;PRC005;AG005NE;CL003697;10991,17;9657,03;52
2025-03-03 00:00:00;PRC001;AG002RJ;CL003431;49472,65;4245,71;37
2025-03-30 00:00:00;PRC004;AG002RJ;CL003930;6980,47;16728,42;142
2025-03-30 00:00:00;PRC001;AG003MG;CL004370;44897,4;287,62;47
2025-03-13 00:00:00;PRC006;AG001SP;CL004957;44804,62;12118,52;136
2025-03-04 00:00:00;PRC008;AG001SP;CL003700;45653,33;3885,47;2
2025-03-08 00:00:00;PRC002;AG001SP;CL001773;10291,91;15862,57;20
2025-03-27 00:00:00;PRC001;AG001SP;CL003955;32742,59;17058,53;122
2025-03-07 00:00:00;PRC005;AG002RJ;CL002451;31000,03;2316,46;98
2025-03-15 00:00:00;PRC004;AG005NE;CL004648;11276,73;10162,83;102
2025-03-09 00:00:00;PRC007;AG003MG;CL003976;16050,64;13931,23;161
2025-03-17 00:00:00;PRC002;AG002RJ;CL001392;21965,02;18481,46;158
2025-03-10 00:00:00;PRC003;AG004SUL;CL000271;10926,12;11038,73;176
2025-03-15 00:00:00;PRC001;AG004SUL;CL001391;1554,84;19354,86;89
2025-03-31 00:00:00;PRC001;AG002RJ;CL003076;4876,88;15186,22;143
2025-03-01 00:00:00;PRC004;AG004SUL;CL004959;19042,88;3986,91;12
2025-03-09 00:00:00;PRC007;AG004SUL;CL004277;14356,41;1445,54;54
2025-03-13 00:00:00;PRC003;AG003MG;CL000700;39070,1;7207,88;165
2025-03-31 00:00:00;PRC006;AG004SUL;CL003241;44229,32;8875,43;30
2025-03-04 00:00:00;PRC005;AG005NE;CL000306;34865,09;14577,4;93
2025-03-04 00:00:00;PRC008;AG003MG;CL003600;22774,72;1090,24;85
2025-03-31 00:00:00;PRC007;AG004SUL;CL004309;49881,38;9983,98;150
2025-03-16 00:00:00;PRC005;AG003MG;CL000310;9637,49;4331,58;168
