ID_DATA;ID_PRODUTO;ID_AGENCIA;ID_CLIENTE;SALDO_DEVEDOR_FINAL;VALOR_VENCIDO_TOTAL;DIAS_EM_ATRASO
2025-04-13 00:00:00;PRC003;AG003MG;CL000670;1131,5;9937,91;130
2025-04-03 00:00:00;PRC003;AG005NE;CL004365;13524,08;18338,84;41
2025-04-17 00:00:00;PRC008;AG003MG;CL000924;13515,45;2610,03;16
2025-04-13 00:00:00;PRC004;AG002RJ;CL001595;18149,34;15944,22;176
2025-04-27 00:00:00;PRC001;AG005NE;CL002401;28048,58;16099,27;48
2025-04-10 00:00:00;PRC001;AG001SP;CL002244;39058,52;1047,83;54
2025-04-14 00:00:00;PRC005;AG004SUL;CL003865;35453,64;3192,5;153
2025-04-18 00:00:00;PRC004;AG002RJ;CL000986;7950,58;18935,12;9
2025-04-02 00:00:00;PRC005;AG003MG;CL000931;27993,13;4435,64;44
2025-04-21 00:00:00;PRC001;AG002RJ;CL004385;25104,29;6351,09;62
2025-04-14 00:00:00;PRC008;AG005NE;CL000936;15510,84;1011,18;141
2025-04-16 00:00:00;PRC003;AG005NE;CL002502;47628,11;13255,93;43
2025-04-05 00:00:00;PRC001;AG001SP;CL001603;15895,83;11055,25;25
2025-04-21 00:00:00;PRC007;AG005NE;CL000949;46771,33;10948,3;65
2025-04-09 00:00:00;PRC007;AG004SUL;CL001968;16330,17;10092,38;47
2025-04-14 00:00:00;PRC005;AG004SUL;CL004089;47069,5;2345,6;18
2025-04-11 00:00:00;PRC006;AG003MG;CL002947;672,88;7036,1;83
2025-04-13 00:00:00;PRC003;AG001SP;CL002811;48949,98;15360,11;47
2025-04-06 00:00:00;PRC008;AG005NE;CL001461;25887,82;8592,46;22
2025-04-06 00:00:00;PRC008;AG005NE;CL002513;31571,95;2583,49;8
2025-04-18 00:00:00;PRC002;AG003MG;CL002525;28226,63;19276,46;118
2025-04-02 00:00:00;PRC008;AG002RJ;CL004590;200,72;108,1;107
2025-04-26 00:00:00;PRC004;AG001SP;CL001300;10732,94;9281,33;121
2025-04-13 00:00:00;PRC002;AG005NE;CL001987;433,44;6476,39;144
2025-04-28 00:00:00;PRC002;AG002RJ;CL000728;19342,11;2440,15;169
2025-04-06 00:00:00;PRC007;AG002RJ;CL002528;46819,73;14027,67;140
2025-04-23 00:00:00;PRC002;AG001SP;CL003137;27145,3;2268,82;97
2025-04-23 00:00:00;PRC005;AG001SP;CL004755;33283,23;12454,65;129
2025-04-11 00:00:00;PRC006;AG001SP;CL002074;24952,22;16135,15;11
2025-04-23 00:00:00;PRC008;AG003MG;CL004916;37166,97;16840,31;80
2025-04-23 00:00:00;PRC001;AG005NE;CL001574;44513,85;15549,11;97
2025-04-26 00:00:00;PRC007;AG004SUL;CL001793;45584,91;17260,18;7
2025-04-08 00:00:00;PRC008;AG002RJ;CL001111;1572,25;3013,75;35
2025-04-07 00:00:00;PRC002;AG003MG;CL003737;3949,54;14536,78;85
