ID_DATA;ID_PRODUTO;ID_AGENCIA;ID_CLIENTE;SALDO_DEVEDOR_FINAL;VALOR_VENCIDO_TOTAL;DIAS_EM_ATRASO
2025-05-02 00:00:00;PRC006;AG003MG;CL000247;47465,51;14484,65;62
2025-05-11 00:00:00;PRC003;AG005NE;CL003070;48623,76;1536,15;51
2025-05-30 00:00:00;PRC006;AG002RJ;CL000227;22495,8;4699,89;99
2025-05-10 00:00:00;PRC001;AG004SUL;CL000646;6189,32;5597,85;45
2025-05-11 00:00:00;PRC008;AG004SUL;CL003832;33585,66;4957,47;156
2025-05-15 00:00:00;PRC007;AG002RJ;CL000190;27510,56;7282,26;133
2025-05-12 00:00:00;PRC006;AG003MG;CL002594;19423,14;10707,36;70
2025-05-10 00:00:00;PRC008;AG005NE;CL001675;42179,58;8209,92;25
2025-05-12 00:00:00;PRC003;AG005NE;CL002296;24164,99;12529,14;107
2025-05-14 00:00:00;PRC001;AG001SP;CL001071;48079,52;5594,92;48
2025-05-26 00:00:00;PRC002;AG002RJ;CL000855;40458,62;14550,58;77
2025-05-04 00:00:00;PRC008;AG004SUL;CL004647;31436,87;8154,32;22
2025-05-09 00:00:00;PRC006;AG004SUL;CL002455;21583,96;6896,35;11
2025-05-16 00:00:00;PRC002;AG001SP;CL001467;43911,43;6746,22;39
2025-05-19 00:00:00;PRC001;AG005NE;CL001378;12431,86;2442,23;99
2025-05-16 00:00:00;PRC007;AG003MG;CL000142;4287,58;12962,1;15
2025-05-03 00:00:00;PRC008;AG001SP;CL004597;33909,29;15810,41;161
2025-05-15 00:00:00;PRC008;AG001SP;CL000596;49104,27;905,89;21
2025-05-31 00:00:00;PRC008;AG005NE;CL004250;39284,91;19795,13;116
2025-05-11 00:00:00;PRC001;AG005NE;CL001450;22560,81;15233,52;154
2025-05-22 00:00:00;PRC003;AG002RJ;CL003790;27434,46;19703,49;100
2025-05-17 00:00:00;PRC004;AG004SUL;CL001532;9571,78;8928,84;68
2025-05-04 00:00:00;PRC003;AG003MG;CL001144;3794,71;12897,22;121
2025-05-12 00:00:00;PRC008;AG001SP;CL000286;27525,35;1990,93;14
2025-05-31 00:00:00;PRC006;AG001SP;CL000265;34519,96;12063,84;130
2025-05-23 00:00:00;PRC003;AG003MG;CL002368;7282,7;10472,01;92
2025-05-14 00:00:00;PRC008;AG002RJ;CL004009;32117,43;1220,14;105
2025-05-08 00:00:00;PRC003;AG004SUL;CL000779;12551,27;15316,58;37
2025-05-09 00:00:00;PRC005;AG002RJ;CL001586;8786,68;26,93;118
2025-05-01 00:00:00;PRC003;AG004SUL;CL001493;5941,6;7562,02;33
2025-05-01 00:00:00;PRC005;AG005NE;CL001349;30651,68;367,72;9
2025-05-17 00:00:00;PRC001;AG002RJ;CL002045;38637,82;13222,81;114
2025-05-10 00:00:00;PRC004;AG001SP;CL000527;36996,47;2527,73;81
2025-05-11 00:00:00;PRC005;AG004SUL;CL001897;10811,93;556,88;18
2025-05-10 00:00:00;PRC005;AG002RJ;CL003741;40378,75;14485,09;135
2025-05-09 00:00:00;PRC004;AG002RJ;CL001847;25685,05;16110,52;10
2025-05-27 00:00:00;PRC002;AG001SP;CL001479;21975,41;7957,68;126
2025-05-06 00:00:00;PRC006;AG001SP;CL002396;49813,49;16119,58;139
2025-05-10 00:00:00;PRC004;AG001SP;CL000772;11535,68;11840,34;72
2025-05-03 00:00:00;PRC002;AG001SP;CL000194;35073,3;7255,07;138
2025-05-25 00:00:00;PRC006;AG005NE;CL002008;10280,83;10933,93;123
2025-05-19 00:00:00;PRC008;AG005NE;CL004006;17862,95;17031,89;105
2025-05-24 00:00:00;PRC001;AG004SUL;CL002262;889,08;19829,07;13
2025-05-04 00:00:00;PRC003;AG002RJ;CL003794;45567,3;15695,39;148
2025-05-28 00:00:00;PRC008;AG003MG;CL000730;29895,08;16750,62;86
2025-05-27 00:00:00;PRC002;AG005NE;CL004379;29780,68;12289,72;134
2025-05-27 00:00:00;PRC001;AG001SP;CL004458;16718,44;5072,71;128
2025-05-28 00:00:00;PRC007;AG001SP;CL004537;44259,72;15126,69;153
2025-05-08 00:00:00;PRC006;AG004SUL;CL002801;14236,91;6516,47;43
2025-05-09 00:00:00;PRC002;AG004SUL;CL004797;12742,52;13692,52;118
2025-05-31 00:00:00;PRC005;AG001SP;CL001326;14645,64;16745,26;133
2025-05-24 00:00:00;PRC005;AG003MG;CL004651;40005,97;18485,09;151
2025-05-09 00:00:00;PRC002;AG002RJ;CL001969;39389,93;5765,03;84
